"Loci","Gene","XGB Score","Training_Score","LocusGene(s)","AvgScore_Per_Locus","SD_Per_Locus","Upper_SD_Threshold","direct_PPI_count","secondary_PPI_count","Avg_TopGene_Diff_Per_Locus","Variance_Per_Locus","IQR_Per_Locus","rsID_LEAD_SNP","minTRAIT","Median_Pvalue","Gene_type"
379,"ZNRF3",0.719242691993713,NA,"C22orf31, TTC28, ZNRF3",0.502807319164276,0.306222816336026,0.809030135500302,0,0,0.324653059244156,0.0937724132447675,0.28340420126915,"rs916332, rs4823006, rs12321","SBP,DBP",2.455e-16,"protein_coding"
380,"ZBTB38",0.791200339794159,NA,"ZBTB38",0.791200339794159,NA,NA,0,2,NA,NA,0,"rs7624559, rs16851397, rs55788564","DBP",1.81e-21,"protein_coding"
381,"KAT2B",0.780528068542481,NA,"EFHB, KAT2B, PP2D1, RAB5A",0.687472179532051,0.135137554375898,0.822609733907949,3,63,0.1747212211291,0.0182621586026988,0.192675486207009,"rs4858758","SBP",2.635e-08,"protein_coding"
382,"CADM2",0.749043345451355,NA,"CADM2",0.749043345451355,NA,NA,0,0,NA,NA,0,"rs9839708, rs62250714, rs1449386, rs1375564, rs9829032, rs13078807","PP,SBP",1.85e-15,"protein_coding"
383,"SLC2A9",0.851374506950378,NA,"SLC2A9, WDR1",0.783977806568146,0.0953133277397492,0.879291134307895,0,0,0.134793400764465,0.00908463044482484,0.0673967003822326,NA,"PP",5.85e-06,"protein_coding"
384,"TET2",0.709585785865784,0.75,"TET2",0.709585785865784,NA,NA,0,2,NA,NA,0,"rs4699165, rs2454206","PP",9.51e-10,"protein_coding"
385,"HAUS3",0.863585293292999,NA,"FAM193A, HAUS3, MXD4, POLN, RNF4, TNIP2",0.783949514230092,0.0675131513947335,0.851462665624826,0,0,0.095562934875488,0.00455802561124821,0.0964171141386029,"rs11937432","DBP",4.21e-11,"protein_coding"
386,"FGF5",0.717766106128693,0.75,"FGF5",0.717766106128693,NA,NA,0,4,NA,NA,0,"rs16998073","DBP",3.74e-146,"protein_coding"
387,"FAM13A",0.750034749507904,NA,"FAM13A",0.750034749507904,NA,NA,0,0,NA,NA,0,"rs13149209, rs28767574","SBP",1.47e-11,"protein_coding"
388,"TMEM161B",0.709551692008972,NA,"TMEM161B",0.709551692008972,NA,NA,0,0,NA,NA,0,"rs10059921","SBP",7.1e-13,"protein_coding"
389,"GOPC",0.898552179336548,NA,"DCBLD1, GOPC, NUS1",0.821482439835867,0.0667723169955012,0.888254756831368,1,10,0.115604609251022,0.00445854231694769,0.0587684512138364,"rs7756187, rs35189230, rs13207962, rs9285425","SBP,PP",3.86e-12,"protein_coding"
390,"NCOA7",0.772595226764679,NA,"NCOA7",0.772595226764679,NA,NA,0,1,NA,NA,0,"rs11154334, rs10782230","SBP",2.04e-10,"protein_coding"
391,"RREB1",0.803646922111511,NA,"RREB1",0.803646922111511,NA,NA,0,1,NA,NA,0,"rs1334576, rs76052955, rs35742417","PP",3.6645e-06,"protein_coding"
392,"GPER1",0.860079884529114,NA,"C7orf50, GPER1, GPR146, ZFAND2A",0.575944863259792,0.248927117398354,0.824871980658146,0,0,0.378846695025762,0.0619647097762537,0.28887028247118,NA,"",NA,"protein_coding"
393,"DENND2A",0.717967748641968,NA,"DENND2A",0.717967748641968,NA,NA,0,0,NA,NA,0,"rs12703989","DBP",6.99e-08,"protein_coding"
394,"ZNF467",0.781294226646423,NA,"SSPO, ZNF467",0.617816895246506,0.231191859206324,0.84900875445283,0,1,0.326954662799835,0.0534496757632769,0.163477331399918,NA,"PP",1.27e-09,"protein_coding"
395,"JAZF1",0.808967888355255,NA,"JAZF1",0.808967888355255,NA,NA,0,2,NA,NA,0,"rs10274928","SBP",7.19e-09,"protein_coding"
396,"SUGCT",0.581504940986633,NA,"SUGCT",0.581504940986633,NA,NA,0,2,NA,NA,0,"rs17171703, rs76206723, rs138890991","PP",4.92e-27,"protein_coding"
397,"SORBS3",0.853229582309723,NA,"PDLIM2, SORBS3",0.790783673524857,0.0883118511182714,0.879095524643128,0,6,0.124891817569733,0.00779898304793573,0.0624459087848666,"rs1047030","DBP, SBP",3.72e-07,"protein_coding"
398,"WARS2",0.703392803668976,NA,"WARS2",0.703392803668976,NA,NA,0,0,NA,NA,0,NA,"DBP",1.79e-08,"protein_coding"
399,"QSOX1",0.859991252422333,NA,"AXDND1, NPHS2, QSOX1, TDRD5",0.65540911257267,0.141713922279017,0.797123034851688,0,2,0.272776186466217,0.0200828357677034,0.133512392640114,"rs3767199, rs10913934","PP",1.57e-07,"protein_coding"
400,"CRB1",0.689471960067749,NA,"CRB1",0.689471960067749,NA,NA,0,0,NA,NA,0,"rs12042924","SBP",5.975e-09,"protein_coding"
401,"GPATCH2",0.849030911922455,NA,"ESRRG, GPATCH2",0.801250696182251,0.0675714291129089,0.86882212529516,0,2,0.0955604314804079,0.00456589803236087,0.0477802157402041,"rs12408022, rs11117882","DBP",6.69e-14,"protein_coding"
402,"C10orf76",0.510860860347748,NA,"C10orf76, MGEA5",0.482100561261177,0.0406732050261353,0.522773766287312,0,0,0.057520598173142,0.00165430960709804,0.028760299086571,"rs11191156","PP",2.27e-05,"protein_coding"
403,"SH3PXD2A",0.850264310836792,NA,"SH3PXD2A",0.850264310836792,NA,NA,0,3,NA,NA,0,"rs7907035, rs5787501","DBP,SBP",2.16e-13,"protein_coding"
404,"VCL",0.890924155712128,NA,"ADK, AP3M1, VCL",0.779961168766022,0.128379180962981,0.908340349729003,1,38,0.166444480419159,0.0164812141047257,0.125785797834397,"rs11000852, rs11000864, rs4746172, rs6480716","PP,SBP",2.68e-10,"protein_coding"
405,"PRDM11",0.677786529064179,NA,"PRDM11",0.677786529064179,NA,NA,0,0,NA,NA,0,"rs11442819","PP",3.51e-14,"protein_coding"
406,"CCKBR",0.746902287006378,0.75,"CCKBR",0.746902287006378,NA,NA,0,2,NA,NA,0,"rs2929184","DBP",2.795e-06,"protein_coding"
407,"GRIN2B",0.807384550571442,0.75,"GRIN2B",0.807384550571442,NA,NA,1,19,NA,NA,0,"rs28621435","SBP",3.0285e-09,"protein_coding"
408,"FRS2",0.800631105899811,NA,"FRS2",0.800631105899811,NA,NA,0,28,NA,NA,0,"rs521033","DBP,SBP",6.9e-12,"protein_coding"
409,"ATP8B4",0.844232738018036,NA,"ATP8B4",0.844232738018036,NA,NA,0,0,NA,NA,0,"rs8027524","PP",9.76e-06,"protein_coding"
410,"ADAMTSL3",0.841682195663452,NA,"ADAMTSL3",0.841682195663452,NA,NA,0,0,NA,NA,0,"rs66990951","PP",6.74e-07,"protein_coding"
411,"TNRC6A",0.792175710201263,NA,"SLC5A11, TNRC6A",0.745642334222793,0.065808131411758,0.811450465634551,0,3,0.093066751956939,0.00433071015990721,0.0465333759784695,"rs189919, rs11639856, rs6497759","PP",1.495e-18,"protein_coding"
412,"SNTB2",0.928733706474304,NA,"CHTF8, CIRH1A, SNTB2, TERF2",0.821820631623268,0.0785035688825965,0.900324200505864,0,2,0.142550766468048,0.00616281032730457,0.0815649181604385,NA,"DBP",4.15e-10,"protein_coding"
413,"IST1",0.812620341777802,NA,"AP1G1, IST1, PHLPP2, PKD1L3, PMFBP1",0.673317229747772,0.115266814830966,0.788584044578739,0,5,0.174128890037537,0.0132864386012763,0.106549024581909,NA,"PP",1.45e-28,"protein_coding"
414,"SREBF1",0.744812726974487,NA,"MIEF2, RAI1, SREBF1, TOP3A",0.714308179914951,0.160238829600266,0.874547009515217,0,22,0.207184026638667,0.0256764825116629,0.101168267428875,"rs11868035","SBP",1.76e-08,"protein_coding"
415,"MAPT",0.774515569210053,0.75,"ARL17B, KANSL1, MAPT",0.701870481173198,0.15912660986347,0.860997091036668,2,65,0.164759010076523,0.0253212779666411,0.146161884069443,"rs8067056","SBP,PP, DBP",1.103825e-11,"protein_coding"
416,"OSBPL7",0.846794486045837,NA,"MRPL10, OSBPL7",0.627726256847381,0.309809260817513,0.937535517664895,0,1,0.438136458396911,0.095981778088294,0.219068229198456,"rs62076103(^)","PP",5.98e-27,"protein_coding"
417,"BCAS3",0.766797482967377,NA,"BCAS3, C17orf82, TBX2",0.717039485772451,0.0795755894054012,0.796615075177852,0,3,0.074636995792389,0.00633227442921701,0.070767641067505,"rs1036902, rs79771286, rs55934439, rs11079418, rs71148383, rs4968535","SBP",4.33e-09,"protein_coding"
418,"THSD7B",0.677413523197174,NA,"THSD7B",0.677413523197174,NA,NA,0,0,NA,NA,0,"rs72844590","SBP",7.77e-07,"protein_coding"
419,"COL6A3",0.843012750148773,NA,"COL6A3",0.843012750148773,NA,NA,0,2,NA,NA,0,"rs13032404","PP",2.645e-11,"protein_coding"
420,"THADA",0.767301440238953,NA,"THADA",0.767301440238953,NA,NA,0,4,NA,NA,0,"rs12613457, rs12464602, rs35338810, rs11124928, rs6544652, rs6544656, rs35590893, rs12478601","DBP,SBP",1.075e-10,"protein_coding"
421,"NRXN1",0.735318899154663,NA,"NRXN1",0.735318899154663,NA,NA,0,1,NA,NA,0,"rs6545155, rs2139629","SBP",2.34e-06,"protein_coding"
422,"PLCB1",0.702865481376648,NA,"PLCB1",0.702865481376648,NA,NA,0,7,NA,NA,0,"rs6039211, rs6108168","DBP",1.3e-18,"protein_coding"
423,"PCNT",0.842061698436737,NA,"DIP2A, PCNT",0.799362242221832,0.060386150085074,0.859748392306906,0,8,0.0853989124298089,0.00364648712209708,0.0426994562149043,NA,"PP",1.78e-09,"protein_coding"
424,"FGD5",0.698508501052856,NA,"FGD5",0.698508501052856,NA,NA,0,0,NA,NA,0,"rs73028182, rs76554422, rs1898040, rs11128722, rs13060082","PP, DBP,SBP",1.205e-20,"protein_coding"
425,"GNB4",0.842831075191498,NA,"GNB4",0.842831075191498,NA,NA,0,7,NA,NA,0,"rs7611674","DBP",1.67e-12,"protein_coding"
426,"RPL24P7",0.572776675224304,NA,"RPL24P7",0.572776675224304,NA,NA,0,0,NA,NA,0,NA,"DBP",6.035e-06,"pseudogene"
427,"ADAMTS9-AS2",0.404674261808395,NA,"ADAMTS9-AS2",0.404674261808395,NA,NA,0,0,NA,NA,0,"rs6795735, rs918466, rs6775974","DBP",1.85e-15,"antisense"
428,"LRIG1",0.820332050323486,NA,"LRIG1, SLC25A26",0.802874505519867,0.0246886966270139,0.827563202146881,0,6,0.034915089607238,0.000609531741140729,0.0174575448036191,"rs9840088","PP",4.28e-14,"protein_coding"
429,"PALLD",0.876083970069885,NA,"PALLD",0.876083970069885,NA,NA,1,5,NA,NA,0,"rs869396, rs1566497, rs13129779","PP,SBP",4.99e-23,"protein_coding"
430,"ARAP2",0.799826502799988,NA,"ARAP2",0.799826502799988,NA,NA,0,2,NA,NA,0,"rs1878825","DBP",5.831e-08,"protein_coding"
431,"FIP1L1",0.768714368343353,0.75,"FIP1L1, PDGFRA",0.75278553366661,0.0225267740326481,0.775312307699259,0,1,0.031857669353485,0.000507455548317989,0.0159288346767426,"rs1382083, rs871606, rs17083718, rs11725861, rs17084051, rs6554163","DBP,PP",1.68e-20,"protein_coding"
432,"SMOC2",0.957912087440491,NA,"SMOC2",0.957912087440491,NA,NA,0,0,NA,NA,0,"rs4342401","PP",4.45e-07,"protein_coding"
433,"CAV1",0.854915022850037,0.75,"CAV1",0.854915022850037,NA,NA,2,68,NA,NA,0,"rs3807989, rs1997571","PP",4.455e-12,"protein_coding"
434,"CHRM2",0.940262258052826,NA,"CHRM2",0.940262258052826,NA,NA,0,8,NA,NA,0,"rs10267979","PP",1.37e-08,"protein_coding"
435,"PRKAG2",0.846094191074371,NA,"PRKAG2",0.846094191074371,NA,NA,0,1,NA,NA,0,"rs2536085, rs17173238, rs6464165, rs10224002","PP, SBP",1.45e-27,"protein_coding"
436,"GRIFIN",0.13452060520649,NA,"GRIFIN",0.13452060520649,NA,NA,0,0,NA,NA,0,"rs2969070","DBP",7.855e-24,"processed_transcript"
437,"TSNARE1",0.778287351131439,NA,"TSNARE1",0.778287351131439,NA,NA,0,0,NA,NA,0,"rs4129585, rs7012636","SBP",1.77e-07,"protein_coding"
438,"CD46",0.634167730808258,NA,"C1orf132, CD46, CR1L",0.493157436450323,0.125423913069597,0.618581349519919,0,7,0.211515441536903,0.0157311579696897,0.120060086250305,NA,"PP",2e-17,"protein_coding"
439,"IRF6",0.788681209087372,NA,"IRF6, TRAF3IP3",0.767668336629868,0.029716689213819,0.797385025843687,0,0,0.0420257449150091,0.000883081617830707,0.0210128724575046,"rs7555285","SBP",1.545e-09,"protein_coding"
440,"ZC3H11B",0.508074402809143,NA,"ZC3H11B",0.508074402809143,NA,NA,0,0,NA,NA,0,NA,"PP",1.7e-14,"pseudogene"
441,"CDC42BPA",0.745515286922455,NA,"CDC42BPA",0.745515286922455,NA,NA,0,2,NA,NA,0,"rs57244721, rs10916082, rs6426577","DBP",4.83e-13,"protein_coding"
442,"ZNF672",0.786136448383331,NA,"ZNF672",0.786136448383331,NA,NA,0,0,NA,NA,0,NA,"SBP",1.53e-10,"protein_coding"
443,"PPAP2B",0.510842382907867,NA,"PPAP2B",0.510842382907867,NA,NA,0,4,NA,NA,0,"rs56322312, rs2404715","PP",1.55e-14,"protein_coding"
444,"DNAJB4",0.808584332466126,NA,"DNAJB4, FUBP1, GIPC2, NEXN-AS1",0.664852492511273,0.300136085007262,0.964988577518535,1,16,0.24644320209821,0.0900816695234867,0.176230169832707,"rs34517439","DBP",2.02e-19,"protein_coding"
445,"ADRB1",0.912125051021576,1,"ADRB1",0.912125051021576,NA,NA,0,22,NA,NA,0,"rs1801253","DBP",4.59e-58,"protein_coding"
446,"MALRD1",0.319925755262375,NA,"MALRD1",0.319925755262375,NA,NA,0,0,NA,NA,0,"rs11010905, rs7924250","PP",4.27e-09,"protein_coding"
447,"TMEM72-AS1",0.271196395158768,NA,"EIF2AP4, TMEM72-AS1",0.186695504933596,0.119502304989038,0.306197809922634,0,0,0.169001780450344,0.0142808008976931,0.084500890225172,"rs4948643, rs11239274","DBP",1.99e-14,"antisense"
448,"C10orf107",0.517795085906982,NA,"C10orf107",0.517795085906982,NA,NA,0,0,NA,NA,0,"rs4590817, rs72831343, rs72831345, rs1530440","DBP",5.665e-78,"protein_coding"
449,"CTNNA3",0.883245229721069,NA,"CTNNA3",0.883245229721069,NA,NA,0,9,NA,NA,0,"rs560625443, rs75000210, rs558363983, rs533451950, rs7914287","SBP, PP",6.045e-09,"protein_coding"
450,"ACTA2",0.901500403881073,NA,"ACTA2, STAMBPL1",0.861130326986313,0.0570919102586143,0.918222237244927,1,13,0.08074015378952,0.00325948621697767,0.0403700768947599,"rs6421389","PP",0.00028915,"protein_coding"
451,"CYP2C19",0.884218811988831,1,"CYP2C19",0.884218811988831,NA,NA,0,4,NA,NA,0,"rs4494250","DBP",5.51e-26,"protein_coding"
452,"RELA",0.760071456432343,NA,"EHBP1L1, FRMD8, KAT5, KRT8P26, RELA, RNASEH2C, SIPA1",0.601917376475675,0.238338010305493,0.840255386781168,4,104,0.218750150253375,0.0568050071563813,0.216619625687599,NA,"SBP",3.19e-19,"protein_coding"
453,"CDK2AP1",0.841437995433807,NA,"C12orf65, CDK2AP1, MPHOSPH9, PITPNM2, RILPL2, SBNO1, SETD8",0.632605595248086,0.163622342099584,0.79622793734767,0,6,0.243637800216674,0.0267722708341532,0.264276817440987,NA,"DBP,PP",6.79e-17,"protein_coding"
454,"NCOR2",0.767013132572174,NA,"NCOR2",0.767013132572174,NA,NA,1,62,NA,NA,0,"rs1271309, rs2229840","DBP",5.98e-16,"protein_coding"
455,"FGD6",0.737632036209106,NA,"FGD6",0.737632036209106,NA,NA,0,1,NA,NA,0,"rs7977311","PP",9.72e-10,"protein_coding"
456,"ELK3",0.929441928863525,NA,"CDK17, ELK3",0.855945646762847,0.103939438930777,0.959885085693625,0,5,0.146992564201355,0.0108034069652447,0.0734962821006775,NA,"DBP",2.72e-09,"protein_coding"
457,"LRCH1",0.752357304096222,NA,"LRCH1",0.752357304096222,NA,NA,0,0,NA,NA,0,"rs912434, rs41284185, rs17355629","SBP,PP",9.08e-11,"protein_coding"
458,"NR2F2-AS1",0.310853123664856,NA,"NR2F2-AS1",0.310853123664856,NA,NA,0,0,NA,NA,0,"rs2246754","SBP",1.675e-11,"antisense"
459,"CTD-2349B8.1",0.613744854927063,NA,"CTD-2349B8.1",0.613744854927063,NA,NA,0,0,NA,NA,0,"rs59333122","DBP",2.45e-07,"protein_coding"
460,"SETD1A",0.808115959167481,NA,"BCL7C, CTF1, CTF2P, FBXL19, FBXL19-AS1, SETD1A",0.519221749156714,0.263151797193097,0.78237354634981,0,5,0.346673052012921,0.0692488683659567,0.323558934032917,NA,"",NA,"protein_coding"
461,"NQO1",0.845201313495636,0.75,"NFAT5, NOB1, NQO1",0.82010155916214,0.0259197826628478,0.846021341824988,1,7,0.037649631500244,0.000671835133289266,0.02588415145874,NA,"PP",5.4e-26,"protein_coding"
462,"RAD51C",0.852803349494934,NA,"PPM1E, RAD51C, TEX14",0.778551379839579,0.0710832315912499,0.849634611430829,0,1,0.111377954483032,0.00505282581345527,0.0708366632461545,NA,"DBP",7.98e-11,"protein_coding"
463,"PPM1E",0.771720767021179,NA,"PPM1E",0.771720767021179,NA,NA,0,9,NA,NA,0,"rs34430710","DBP",9.05e-12,"protein_coding"
464,"DDX5",0.678185641765595,NA,"DDX5, POLG2, RPL31P57",0.505002461373806,0.349981472843261,0.854983934217067,0,41,0.344436999410391,0.122487031333538,0.316216256469488,"rs1991401","PP",2.01e-15,"protein_coding"
465,"TMEM107",0.484702169895172,NA,"TMEM107",0.484702169895172,NA,NA,0,0,NA,NA,0,"rs8069739","SBP, DBP",1.85e-07,"protein_coding"
466,"RPS4XP18",0.332535475492477,NA,"RPS4XP18",0.332535475492477,NA,NA,0,0,NA,NA,0,NA,"DBP",8.245e-10,"pseudogene"
467,"SETBP1",0.763656497001648,NA,"SETBP1",0.763656497001648,NA,NA,0,0,NA,NA,0,"rs4890498, rs4890500, rs12967290","DBP, SBP",6.49e-18,"protein_coding"
468,"ZCCHC2",0.591475903987885,NA,"ZCCHC2",0.591475903987885,NA,NA,0,0,NA,NA,0,"rs12172847, rs3760570","PP",9.595e-09,"protein_coding"
469,"PEPD",0.672864079475403,NA,"PEPD",0.672864079475403,NA,NA,0,6,NA,NA,0,"rs7256564, rs731839, rs8182584","SBP",3.49e-08,"protein_coding"
470,"MAP2K2",0.756563127040863,NA,"MAP2K2, ZBTB7A",0.685122191905976,0.101032739376375,0.78615493128235,0,9,0.142881870269775,0.0102076144258944,0.0714409351348876,"rs2656523","PP",2.1995e-08,"protein_coding"
471,"AKT2",0.765884816646576,0.75,"AKT2",0.765884816646576,NA,NA,1,19,NA,NA,0,"rs9710247","DBP",4.14e-11,"protein_coding"
472,"SPC25",0.760065913200378,NA,"G6PC2, SPC25",0.66133913397789,0.139620750145857,0.800959884123747,0,5,0.197453558444976,0.0194939538712918,0.098726779222488,"rs560887, rs563694","PP",2.15e-17,"protein_coding"
473,"ADRA2B",0.955926060676575,1,"ADRA2B, ANKRD36C, ASTL, DUSP2, FAHD2CP, GPAT2",0.62435819208622,0.219311271948803,0.843669464035023,0,11,0.397881442308426,0.0480974340038017,0.212389260530472,"rs2692894","DBP",3.33e-26,"protein_coding"
474,"ID1",0.798420250415802,NA,"COX4I2, HM13, HM13-AS1, ID1",0.611678056418896,0.220436979963647,0.832115036382543,0,9,0.259921958049139,0.0485924621354932,0.376864500343799,NA,"DBP",9.39e-13,"protein_coding"
475,"SMOX",0.81428599357605,NA,"SMOX",0.81428599357605,NA,NA,0,0,NA,NA,0,"rs1764975, rs1741344","DBP, SBP",1.39e-13,"protein_coding"
476,"KCNB1",0.798049747943878,0.75,"KCNB1",0.798049747943878,NA,NA,0,5,NA,NA,0,"rs237485(^), rs756529","DBP",8.89e-06,"protein_coding"
477,"SLC5A1",0.938778400421143,1,"AP1B1P1, SLC5A1",0.520486507564784,0.591554067908177,1.11204057547296,0,4,0.836583785712719,0.349936215258712,0.41829189285636,NA,"DBP",7.66e-10,"protein_coding"
478,"PLXNB2",0.704700767993927,NA,"PLXNB2",0.704700767993927,NA,NA,0,1,NA,NA,0,"rs28578714, rs28379706","SBP",3.98e-10,"protein_coding"
479,"ZBTB20",0.768828511238098,NA,"ZBTB20",0.768828511238098,NA,NA,0,0,NA,NA,0,"rs1882289","PP",2.79e-09,"protein_coding"
480,"ADCY5",0.816315472126007,NA,"ADCY5",0.816315472126007,NA,NA,0,5,NA,NA,0,"rs6806529","PP",2.49e-09,"protein_coding"
481,"ITGB5",0.897775650024414,1,"ITGB5",0.897775650024414,NA,NA,0,39,NA,NA,0,"rs4678167, rs6438857, rs1948696, rs10804564","PP,SBP",3.23e-18,"protein_coding"
482,"PRSS42",0.688763201236725,NA,"PRSS42, PRSS50",0.606186240911484,0.116781457231501,0.722967698142985,0,0,0.165153920650482,0.0136379087531128,0.0825769603252411,NA,"DBP",2.12e-07,"protein_coding"
483,"SLMAP",0.827765583992004,NA,"SLMAP",0.827765583992004,NA,NA,0,1,NA,NA,0,"rs1053711","DBP",1.43e-17,"protein_coding"
484,"KLB",0.624745070934296,NA,"KLB",0.624745070934296,NA,NA,0,0,NA,NA,0,"rs58015370","SBP, PP",0.0008117,"protein_coding"
485,"ARHGAP24",0.725684404373169,NA,"ARHGAP24",0.725684404373169,NA,NA,0,0,NA,NA,0,"rs2014912, rs72976751, rs4693128, rs77505791","SBP",6.97e-30,"protein_coding"
486,"FER",0.768336355686188,NA,"FER",0.768336355686188,NA,NA,0,13,NA,NA,0,"rs62361303, rs79409628","PP",4.65e-16,"protein_coding"
487,"HSPA4",0.784150540828705,1,"HSPA4",0.784150540828705,NA,NA,2,271,NA,NA,0,"rs55747751, rs61755724","DBP",1.92e-11,"protein_coding"
488,"RNF130",0.761011362075806,NA,"RNF130",0.761011362075806,NA,NA,0,5,NA,NA,0,"rs12153395","SBP",5.035e-11,"protein_coding"
489,"SLC35F1",0.667205452919006,NA,"SLC35F1",0.667205452919006,NA,NA,0,0,NA,NA,0,"rs7453860, rs9372498","DBP",1.66e-17,"protein_coding"
490,"PLEKHG1",0.872951924800873,NA,"PLEKHG1",0.872951924800873,NA,NA,0,0,NA,NA,0,"rs11155745, rs17080102, rs59155780","DBP",5.305e-45,"protein_coding"
491,"ESR1",0.84160053730011,0.75,"ESR1",0.84160053730011,NA,NA,4,314,NA,NA,0,"rs851966, rs866457, rs75339025, rs13192976, rs13219476, rs17082033, rs34777288, rs36083386","SBP,PP",3.38e-45,"protein_coding"
492,"KCNQ5",0.74370551109314,0.75,"KCNQ5",0.74370551109314,NA,NA,0,4,NA,NA,0,"rs2840792, rs12195276","PP",2.2e-10,"protein_coding"
493,"MKLN1",0.811547815799713,NA,"MKLN1, PODXL",0.74118521809578,0.0995077399567047,0.840692958052484,0,4,0.140725195407867,0.00990179031129117,0.0703625977039335,"rs34990159, rs35680304, rs13238550, rs10228513","SBP,PP, DBP",8.945e-17,"protein_coding"
494,"RAPGEF5",0.769234001636505,NA,"RAPGEF5",0.769234001636505,NA,NA,0,2,NA,NA,0,"rs4507656","DBP",1.1445e-13,"protein_coding"
495,"AQP1",0.773563921451569,0.75,"AQP1, FAM188B",0.600197598338128,0.245177005405785,0.845374603743913,0,1,0.346732646226883,0.0601117639797484,0.173366323113442,"rs10216063, rs10233127","SBP, DBP",1.315e-06,"protein_coding"
496,"EEPD1",0.744911909103394,NA,"EEPD1",0.744911909103394,NA,NA,0,2,NA,NA,0,"rs2052263","PP",1.53e-07,"protein_coding"
497,"TRHR",0.408622413873673,NA,"TRHR",0.408622413873673,NA,NA,0,1,NA,NA,0,"rs5772, rs28499085","PP",9.03e-11,"protein_coding"
498,"SVEP1",0.677312433719635,NA,"AKAP2, SVEP1",0.570426896214485,0.151158976761321,0.721585872975806,0,0,0.2137710750103,0.0228490362555297,0.10688553750515,"rs10817000, rs10817007, rs3739451, rs111245230, rs10980408","SBP",4.51e-17,"protein_coding"
499,"GLIS3",0.82515811920166,NA,"GLIS3",0.82515811920166,NA,NA,0,5,NA,NA,0,"rs4740751, rs28558845","SBP",1.68e-07,"protein_coding"
500,"LAMC1",0.816148936748505,NA,"LAMC1",0.816148936748505,NA,NA,1,3,NA,NA,0,"rs41475048","DBP",9.93e-10,"protein_coding"
501,"CLIC4",0.719560146331787,NA,"CLIC4",0.719560146331787,NA,NA,0,15,NA,NA,0,NA,"DBP",4.08e-15,"protein_coding"
502,"INPP5B",0.87525874376297,NA,"FHL3, INPP5B, MTF1, SF3A3",0.830785259604454,0.0325830786009368,0.863368338205391,0,0,0.0592979788780213,0.00106165701111483,0.0316236168146135,"rs28474373, rs72661887","PP",1.02e-38,"protein_coding"
503,"AGBL4",0.792820513248444,NA,"AGBL4",0.792820513248444,NA,NA,0,0,NA,NA,0,"rs11579440","SBP",1.717e-09,"protein_coding"
504,"EPS15",0.778988420963287,NA,"C1orf185, CFL1P2, EPS15, RNF11, TTC39A",0.513531060516834,0.293197339607827,0.806728400124662,2,50,0.331821700558066,0.0859646799531075,0.438692361116409,NA,"DBP",9.46e-09,"protein_coding"
505,"KLHL21",0.891147077083588,NA,"DNAJC11, ICMT, KLHL21, PHF13, RNF207, THAP3, ZBTB48",0.739545911550522,0.145585947068978,0.8851318586195,0,8,0.176868026455244,0.0211952679839712,0.0595944225788114,NA,"SBP",2.25e-11,"protein_coding"
506,"CAMTA1",0.824056446552277,NA,"CAMTA1",0.824056446552277,NA,NA,0,0,NA,NA,0,"rs4908678","DBP",3.2645e-09,"protein_coding"
507,"RERE",0.765637397766113,NA,"RERE",0.765637397766113,NA,NA,0,3,NA,NA,0,"rs2252865, 1:8472788_T_A, rs1763839, rs301804","SBP, DBP",4.32e-10,"protein_coding"
508,"BTRC",0.808584332466126,NA,"BTRC, FGF8",0.740499228239059,0.0962868777935032,0.836786106032563,1,122,0.136170208454133,0.00927116283522103,0.0680851042270666,"rs72847884","DBP",8.02e-10,"protein_coding"
509,"OBFC1",0.636628270149231,NA,"OBFC1",0.636628270149231,NA,NA,1,6,NA,NA,0,"rs4387287","SBP,DBP",1.01e-11,"protein_coding"
510,"HSPA12A",0.749247848987579,NA,"HSPA12A",0.749247848987579,NA,NA,0,1,NA,NA,0,"rs11592166","SBP",1.315e-05,"protein_coding"
511,"BAG3",0.621312558650971,NA,"BAG3",0.621312558650971,NA,NA,1,22,NA,NA,0,"rs72842207","SBP, DBP",4e-23,"protein_coding"
512,"ADO",0.757679641246796,NA,"ADO",0.757679641246796,NA,NA,0,1,NA,NA,0,"rs10995311","DBP",4.28e-31,"protein_coding"
513,"SIRT1",0.803805828094482,NA,"CTNNA3, DNAJC12, HERC4, RPL12P8, SIRT1",0.679874604940414,0.21546653319772,0.895341138138135,0,63,0.254213280975818,0.0464258269282444,0.162559509277343,NA,"SBP",1.19e-09,"protein_coding"
514,"SNX19",0.811385333538055,NA,"ADAMTS8, SNX19",0.689086586236954,0.172956547094458,0.862043133331411,0,0,0.244597494602203,0.0299139671828373,0.122298747301101,"rs11222386","PP",1.17e-09,"protein_coding"
515,"PLEKHA7",0.879535853862763,NA,"PLEKHA7, SOX6",0.851874709129334,0.0391187660327804,0.890993475162114,0,2,0.055322289466858,0.00153027785592741,0.0276611447334291,"rs414992, rs381815, rs7926335, rs177546","SBP,DBP",1.98e-19,"protein_coding"
516,"OR4C13",0.165922865271568,NA,"OR4C13, TRIM51FP",0.134058739989996,0.0450626781263545,0.179121418116351,0,0,0.063728250563144,0.00203064495991943,0.031864125281572,NA,"SBP",2.69e-19,"protein_coding"
