Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SDI	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	SIFT	PolyPhen	LoFtool	CADD_raw	DANN_score	Eigen-raw_coding	GERP++_NR	GERP++_RS	GenoCanyon_score	M-CAP_score	MetaLR_score	MetaSVM_score	MutationAssessor_score	DEOGEN2_score	PROVEAN_score	MutPred_score	REVEL_score	FATHMM_score	fathmm-MKL_coding_score	integrated_fitCons_score	GERP_Rankscore	PMIDB_Metabolite_interactor	interaction	SignalValue_H3k27me3_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	BPlabel
AC016885.1	NA	NA	NA	NA	1399	0.4977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	521	NA	NA	12.51592	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AC018445.1	NA	NA	NA	NA	210	-0.3834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.766	NA	NA	NA	NA	245	NA	NA	171.18661	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.6846	1.36934	NA	NA	least likely
AC020907.1	NA	NA	NA	NA	261	-0.4349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.39595	NA	NA	NA	NA	1268	NA	NA	4573.51533	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.58942	NA	1.20849	NA	NA	least likely
AC022532.1	NA	NA	NA	NA	21	-0.229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.12536	NA	NA	0.0504664637507207	0	1729	NA	NA	31.18816	NA	0.146139458	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.156115	NA	1.32827	3	2.08913	least likely
AC068620.1	NA	NA	NA	NA	846	0.4032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.83397	6.494215	19.80625	NA	NA	449	NA	NA	3024.54248	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.97514	1.29855	1	2.21986	least likely
AC090574.1	NA	NA	NA	NA	30	0.2594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.22414	11.3537	NA	NA	NA	232	NA	NA	2440.91385	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AC091150.1	NA	NA	NA	NA	66	0.1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	536	NA	NA	1631.49769	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98991	NA	NA	3	1.14383	least likely
AC093677.1	NA	NA	NA	NA	105	0.3539	269.221848749616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.99874	46.6807	53.7687	NA	NA	758	NA	NA	86.29137	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.6302	1.22097	1	2.05483	least likely
AC108868.1	NA	NA	NA	NA	176	-0.4437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4120	NA	NA	10.46141	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AC111200.1	NA	NA	NA	NA	135	1.0733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3804	NA	NA	0.31036	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.63032	NA	NA	NA	NA	least likely
AC117834.1	NA	NA	NA	NA	115	-0.4311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2148	NA	NA	7.54913	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21359	2	1.15156	least likely
ACBD4	0.02	0.327	0	NA	80	0.5089	26.0969100130081	15.5006	11.6054	17.6493	31.5876	23.9108	25.8578	24.6672	9.65303	11.9771	12.402	28.141	29.1942	14.1546	13.1628	8.22106	10.4895	13.9978	10.2432	8.03246	7.8474	18.05	7.39814	12.062	26.3404	37.3249	26.6541	18.1239	26.9928	6.97351	24.7069	34.6796	7.29653	3.57034	16.2436	14.827	41.5886	14.7093	16.0221	3.35894	33.0194	32.1197	9.94938	23.8061	29.9237	11.1244	11.5966	27.0472	20.5467	12.5673	7.19681	36.2435	33.4278	19.5113	4.45746	0.108274	0.129747	0.127277	0.124436	0.329856	0.114946	0.046359	0.142542	0.111951	0.254966	0.264815	0.169534	-0.343331	0.196448	0.215964	0.135342	0.143683	0.29971	-0.35559	0.189852	-0.194971	0.14253	0.088092	0.164342	0.1444	0.182662	0.096696	-0.182347	0.151086	-0.471042	-0.201564	0.158275	-0.235751	0.197453	0.164554	-0.245238	0.13	0.155903	-0.187296	0.153864	0.140473	0.137591	0.156017	-0.199881	0.195067	0.227652	-0.760294	0.206827	0.101097	0.14257	0	0	0	0	0	3	0	0	0	0	0.46	NA	NA	NA	NA	NA	NA	NA	7.52807	13.9069	8.79144	1.82643064951694e-05	21	11581	NA	NA	139.59497	1	0.123297259	0	0	NA	NA	NA	NA	1	0.476	0.822	0.86297	0.967267296319526	-0.761450132929968	5.47	0.682	0.894374468981352	0.005532	0.0253	-0.9938	NA	0.021495	-1.96	0.217	0.004	2.73	0.0679	0.660377	NA	NA	NA	NA	10.891	1.1924	NA	NA	most likely
ACE	0.278	0.712	0.531	NA	17	-0.433	13.1549019599857	16.055	8.79466	3.1546	2.80692	4.49293	1.95095	3.98414	1.00705	2.02523	8.16067	1.71526	2.02249	3.34507	2.72993	1.10272	1.83437	5.70584	6.51267	0.801155	0.598217	9.18845	6.40418	0.157691	12.3299	8.66642	3.99575	10.0688	5.15937	3.44775	4.93844	3.49419	2.92323	2.16295	3.8524	2.02982	0.520167	38.9633	8.69263	1.42466	5.10211	2.74678	1.77716	12.4842	9.54126	3.26526	4.22766	64.7819	2.9618	3.68586	112.341	22.3236	5.26453	4.84882	0.311329	-0.329265	-0.332614	-0.713167	-0.326273	-2.652866	-3.331605	1.613899	2.700781	-0.597566	-0.532507	-0.509752	-0.202015	-0.346445	1.161607	1.038854	0.050503	-0.879318	0.926871	1.568196	0.944708	-0.60998	2.159244	-0.515339	0.874487	-0.844606	0.89312	-1.407942	-2.307333	-6.643856	1.735656	0.402958	0.722897	-4.321279	-1.607966	-0.316966	0.285139	-0.696629	0.926743	-2.775792	-0.327757	-0.385567	-0.38331	0.719534	0.385561	0.354105	0.462274	4.581918	0.857122	-0.791088	0.034431	0.930627006	0.816284141	0.930627006	0	0.524991347	3	0	0	0	3	-0.57	52	0	0.0259002	1	0.0216678	0.022	7.94256213	6.08771	6.52609	8.17879	4.63282874453648e-18	6	44787	NA	NA	1006.9095	1	0.158249199	1	0	NA	NA	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.93597	5.82611	NA	NA	NA	most likely
ACMSD	NA	NA	NA	NA	39	-0.3064	13.2218487496164	0.0352578	0.0240265	0.288429	0.0243009	0.0271812	0.0324834	0.0376427	0	0	0	0.142526	0.178908	0.0193418	0.015278	0.017307	0.0373189	0	0	0.114709	0.0245556	0.0848347	0.0265708	0.0672155	0.0406081	0.0756962	0.0316405	0.0288042	0.0334232	0.0250875	0.0323956	0.0908314	0.0208001	0	48.66	14.189	68.4379	0.0813756	0.0733223	0.021302	0.0833936	0.178193	0.230628	0.169416	0.0767414	0.0365041	0.0448531	0.0790877	0.0441558	0.0354329	0.312212	0.171466	0.0898348	0.049015	0.0246835	NA	NA	-2.161169	NA	NA	NA	NA	NA	NA	-0.657327	0.574404	NA	NA	NA	NA	NA	NA	-0.875467	NA	0.942147	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.750402	0.450931	-6.643856	NA	NA	NA	-6.643856	0.751842	0.671513	NA	NA	NA	-6.643856	NA	NA	-0.358025	0.998161	NA	NA	NA	0.018016	0.511962808	0	0	0	0.511962808	NA	0	0	0	0	-0.4	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1.98871537094846e-07	1	63487	NA	NA	73.5044	NA	0.435617685	1	2	NA	NA	NA	NA	NA	NA	0.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.77289	NA	1.23499	NA	NA	possible
ACOX1	NA	NA	NA	NA	112	0.4655	27.698970004336	26.0359	22.1007	20.612	14.2661	15.2126	14.1444	20.3386	9.58868	10.9583	13.036	14.0072	13.8312	11.9408	12.3003	8.09476	11.48	12.8923	10.7859	11.1047	9.69181	20.1436	15.024	10.7652	17.7524	15.8981	15.3551	19.4207	15.7897	29.2325	16.5195	17.0943	9.73711	10.9092	11.6288	12.3467	37.2952	19.2219	16.8404	16.9018	19.9963	15.0918	14.5849	20.1664	19.6773	29.8323	29.8379	19.3871	14.1378	17.8987	15.4911	18.0045	16.2714	18.2251	20.19	-0.084975	-0.126569	0.418403	0.332192	0.194477	0.104955	0.423115	-0.219034	0.263502	-0.36657	0.097961	-0.302262	0.249961	-0.191597	0.571401	0.056083	0.302392	-0.48562	0.473762	0.453982	0.247423	0.662087	0.066698	-0.077848	-0.086124	-0.212427	0.12224	-0.397907	0.184931	-0.784623	-2.721374	0.067978	0.090884	0.166064	0.160341	0.845702	0.136719	0.131111	0.366615	-0.331836	0.08164	0.700151	-0.286211	0.09636	-0.192889	0.109013	0.148831	-0.678323	-0.347759	0.17647	0	0	0	0	0	NA	0	0	0	0	0.13	NA	NA	NA	NA	NA	NA	9.41746522	7.01009	6.60654	9.7137	0.0944353057008641	9	37927	NA	NA	194.54546	NA	0.75617367	1	2	0.256505292994757	NA	NA	0.615458258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	10.4929	1.91677	67	2.01771	possible
ACTA2	NA	NA	NA	NA	251	-0.2944	7	598.22	314.1	96.412	5736.31	4968.64	7731.96	1548.42	9.97282	8.38354	11.7763	5.62881	7.84586	10.6665	6.72626	8.87366	13.0138	9.85974	11.7404	14.0803	14.1211	613.416	51.8673	16.6229	1482.85	1720.12	1807.67	642.256	3350.08	278.114	3477.79	3441.99	339.31	49.0026	91.422	84.4846	27.3746	491.276	207.196	42.2185	463.392	351.726	17.0899	19.7748	901.824	123.911	204.501	280.724	219.341	288.344	236.486	200.197	4668.5	722.804	5.49317	0.762475	0.596072	-0.454888	-0.046106	0.740259	-0.068686	1.310517	-6.643856	1.132045	-3.573813	-1.677822	-0.609726	1.469023	-4.666579	0.790604	-0.530516	-6.643856	-6.643856	1.41396	-1.030139	-0.514345	-0.798696	0.77782	0.500749	0.22366	-0.105874	0.071847	-0.643717	0.481303	-6.643856	1.574197	0.749061	0.799804	0.153938	-0.420131	-0.256048	0.584603	0.492867	0.260422	-0.8075	0.223313	-0.662572	-0.387292	-0.201286	-0.125782	0.398188	0.234311	-6.643856	-0.769806	0.093846	0.957427108	0.957427108	0.8266041	0	0.507838955	NA	0	0	0	0	-0.27	NA	0.904762	0.0194662	1	0.0388885	0.035	9.88631356	5.00635	30.0452	7.60176	0.734223241103143	1	56316	NA	NA	3.60496	1	0.698045254	1	0	NA	6.3402	NA	NA	NA	NA	0.129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23918	FALSE	NA	11.4824	9.5096	1.23834	123	1.08456	possible
ADORA1	NA	NA	NA	NA	33	0.3791	11.0969100130081	2.27941	3.1551	0.21497	0.290707	0.920938	0.455918	0.922457	27.5602	26.6195	29.2727	26.5561	26.7843	36.6743	39.6147	27.0534	20.8167	27.1027	30.7578	43.1844	31.0042	3.76458	0.302798	0.045492	0.817458	1.51972	0.439102	0.773193	0.838549	0.812021	0.659696	1.40266	7.71999	3.55036	5.71322	2.70811	0.158664	1.5654	3.56339	0.708883	0.693169	0.240388	6.42734	1.59342	1.10601	2.8444	4.7347	0.919523	6.46529	0.691717	35.5194	3.21252	0.988477	0.731046	0.0399672	-0.390064	1.481395	-6.643856	-1.371297	0.656434	-0.752364	-0.986674	-0.198661	-0.239279	-0.218052	-0.232386	1.436575	0.251886	0.251613	0.746436	-0.379024	0.105921	0.418033	0.189573	-0.518201	1.131842	0.894489	2.1368	0.289183	-0.574519	0.442014	0.374845	-0.970676	-0.225388	-3.739032	-0.633058	-0.542471	-2.271619	-0.385402	0.544052	-0.388974	-0.739821	-6.643856	0.953011	-0.792889	0.383115	1.309861	0.531442	-6.643856	-0.217793	-0.3927	-0.961822	-6.643856	1.480158	NA	0.503301766	0	0	0	0.503301766	NA	0	0	1	2	-0.2	NA	NA	NA	NA	NA	NA	11.75996628	7.63748	4.92981	6.1	0.0212580375414267	0	76751	NA	NA	30.51321	1	0.572527647	1	0	NA	NA	2.25	NA	0.09	0.899	0.615	3.723681	0.998615523119722	0.660507981923489	5.33	5.33	0.999998382271758	0.062648	0.3082	-0.2723	3.165	0.755633	-3.99	0.783	0.329	0.61	0.69905	0.676563	0.75683	NA	NA	3.85854	5.62033	1.16071	NA	NA	possible
